http://purl.obolibrary.org/obo/PATO_0000569,http://purl.obolibrary.org/obo/PATO_0000119
http://purl.obolibrary.org/obo/FOODON_03411844,http://purl.obolibrary.org/obo/FOODON_03411157
http://purl.obolibrary.org/obo/FOODON_03401715,http://purl.obolibrary.org/obo/FOODON_03401341
http://purl.obolibrary.org/obo/FOODON_03308863,http://purl.obolibrary.org/obo/FOODON_00001861
http://purl.obolibrary.org/obo/FOODON_03305876,http://purl.obolibrary.org/obo/FOODON_00001978
http://purl.obolibrary.org/obo/NCBITaxon_48169,http://purl.obolibrary.org/obo/FOODON_03413989
http://purl.obolibrary.org/obo/FOODON_00002018,http://purl.obolibrary.org/obo/FOODON_00001151
http://purl.obolibrary.org/obo/FOODON_03315041,http://purl.obolibrary.org/obo/FOODON_03303220
http://purl.obolibrary.org/obo/FOODON_03460263,http://purl.obolibrary.org/obo/FOODON_00001174
http://purl.obolibrary.org/obo/FOODON_03400411,http://purl.obolibrary.org/obo/FOODON_03400351
http://purl.obolibrary.org/obo/FOODON_00002960,http://purl.obolibrary.org/obo/FOODON_00002830
http://purl.obolibrary.org/obo/FOODON_03541152,http://purl.obolibrary.org/obo/FOODON_03541118
http://purl.obolibrary.org/obo/NCBITaxon_112883,http://purl.obolibrary.org/obo/FOODON_03415103
http://purl.obolibrary.org/obo/FOODON_03412294,http://purl.obolibrary.org/obo/FOODON_03413853
http://purl.obolibrary.org/obo/FOODON_00003414,http://purl.obolibrary.org/obo/FOODON_00001783
http://purl.obolibrary.org/obo/FOODON_03414586,http://purl.obolibrary.org/obo/FOODON_03414585
http://purl.obolibrary.org/obo/FOODON_03401354,http://purl.obolibrary.org/obo/FOODON_03401396
http://purl.obolibrary.org/obo/FOODON_00001911,http://purl.obolibrary.org/obo/FOODON_00001109
http://purl.obolibrary.org/obo/FOODON_03401713,http://purl.obolibrary.org/obo/FOODON_03401341
http://purl.obolibrary.org/obo/FOODON_03317677,http://purl.obolibrary.org/obo/FOODON_00001149
http://purl.obolibrary.org/obo/FOODON_03308928,http://purl.obolibrary.org/obo/FOODON_00001932
http://purl.obolibrary.org/obo/FOODON_03310979,http://purl.obolibrary.org/obo/FOODON_03301077
